systemCode2,systemCode3,systemName3,created_at,updated_at
EX03,EX030100,체험마을,2025-09-19 16:13:11,2025-09-19 16:13:11
EX03,EX030200,체험목장,2025-09-19 16:13:11,2025-09-19 16:13:11
EX03,EX030300,체험농장,2025-09-19 16:13:11,2025-09-19 16:13:11
EX03,EX030400,체험어장,2025-09-19 16:13:11,2025-09-19 16:13:11
EX04,EX040100,템플스테이,2025-09-19 16:13:11,2025-09-19 16:13:11
EX04,EX040200,사찰문화체험,2025-09-19 16:13:11,2025-09-19 16:13:11
EX05,EX050100,온천 / 사우나 / 스파,2025-09-19 16:13:11,2025-09-19 16:13:11
EX05,EX050200,찜질방,2025-09-19 16:13:11,2025-09-19 16:13:11
EX05,EX050300,한방체험,2025-09-19 16:13:11,2025-09-19 16:13:11
EX05,EX050400,힐링명상,2025-09-19 16:13:11,2025-09-19 16:13:11
EX05,EX050500,뷰티스파,2025-09-19 16:13:11,2025-09-19 16:13:11
EX05,EX050600,기타웰니스,2025-09-19 16:13:11,2025-09-19 16:13:11
EX05,EX050700,자연치유,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX060100,근대산업유산,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX060200,게임 등 첨단IT산업,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX060300,전통/향토산업,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX060400,문화콘텐츠산업,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX060500,장수기업/산업테마거리,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX060600,자동차/조선/철강 등,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX060700,로봇/항공우주산업,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX060800,화장품/주류/먹거리,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX060900,친환경/신재생에너지,2025-09-19 16:13:11,2025-09-19 16:13:11
EX06,EX061000,기타산업관광지,2025-09-19 16:13:11,2025-09-19 16:13:11
EX07,EX070100,유람선/잠수함관광,2025-09-19 16:13:11,2025-09-19 16:13:11
EX07,EX070200,기타체험관광,2025-09-19 16:13:11,2025-09-19 16:13:11
FD01,FD010100,관광식당,2025-09-19 16:13:11,2025-09-19 16:13:11
FD01,FD010200,모범음식점,2025-09-19 16:13:11,2025-09-19 16:13:11
FD02,FD020100,중식,2025-09-19 16:13:11,2025-09-19 16:13:11
FD02,FD020200,일식,2025-09-19 16:13:11,2025-09-19 16:13:11
FD02,FD020300,서양식,2025-09-19 16:13:11,2025-09-19 16:13:11
FD02,FD020400,기타외국식,2025-09-19 16:13:11,2025-09-19 16:13:11
FD02,FD020500,퓨전음식,2025-09-19 16:13:11,2025-09-19 16:13:11
FD03,FD030100,제과,2025-09-19 16:13:11,2025-09-19 16:13:11
FD03,FD030200,"피자, 햄버거, 샌드위치 및 유사음식",2025-09-19 16:13:11,2025-09-19 16:13:11
FD03,FD030300,치킨,2025-09-19 16:13:11,2025-09-19 16:13:11
FD03,FD030400,김밥 분식,2025-09-19 16:13:11,2025-09-19 16:13:11
FD03,FD030500,이동음식,2025-09-19 16:13:11,2025-09-19 16:13:11
FD03,FD030600,기타간이음식,2025-09-19 16:13:11,2025-09-19 16:13:11
FD04,FD040100,바/펍,2025-09-19 16:13:11,2025-09-19 16:13:11
FD04,FD040200,생맥주전문점,2025-09-19 16:13:11,2025-09-19 16:13:11
FD04,FD040300,클럽,2025-09-19 16:13:11,2025-09-19 16:13:11
FD04,FD040400,전통주/민속주점,2025-09-19 16:13:11,2025-09-19 16:13:11
FD04,FD040500,기타주점,2025-09-19 16:13:11,2025-09-19 16:13:11
FD05,FD050100,카페,2025-09-19 16:13:11,2025-09-19 16:13:11
FD05,FD050200,찻집,2025-09-19 16:13:11,2025-09-19 16:13:11
FD05,FD050300,기타음료점,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS010100,고궁,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS010200,성ㆍ산성ㆍ성곽,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS010300,문,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS010400,고택,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS010500,생가,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS010600,민속마을,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS010700,사적지,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS010800,"고분, 능",2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS010900,사당,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS011000,선사유적지,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS011100,근대건축물,2025-09-19 16:13:11,2025-09-19 16:13:11
HS01,HS011200,기타역사유적지,2025-09-19 16:13:11,2025-09-19 16:13:11
HS02,HS020100,탑ㆍ비석ㆍ기념탑,2025-09-19 16:13:11,2025-09-19 16:13:11
HS02,HS020200,선사유물,2025-09-19 16:13:11,2025-09-19 16:13:11
HS02,HS020300,불상,2025-09-19 16:13:11,2025-09-19 16:13:11
HS02,HS020400,기타역사유물,2025-09-19 16:13:11,2025-09-19 16:13:11
HS03,HS030100,불교,2025-09-19 16:13:11,2025-09-19 16:13:11
HS03,HS030200,기독교,2025-09-19 16:13:11,2025-09-19 16:13:11
HS03,HS030300,이슬람,2025-09-19 16:13:11,2025-09-19 16:13:11
HS03,HS030400,기타 종교성지,2025-09-19 16:13:11,2025-09-19 16:13:11
HS04,HS040100,안보유적지,2025-09-19 16:13:11,2025-09-19 16:13:11
HS04,HS040200,안보관광시설,2025-09-19 16:13:11,2025-09-19 16:13:11
HS04,HS040300,북한관광지,2025-09-19 16:13:11,2025-09-19 16:13:11
HS04,HS040400,기타안보관광지,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS010100,인라인(실내 인라인 포함),2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS010200,자전거하이킹,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS010300,카트,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS010400,골프,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS010500,경마,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS010600,경륜,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS010700,승마,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS010800,스키/스노보드,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS010900,스케이트,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011000,썰매장,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011100,수렵장,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011200,사격장,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011300,암벽등반,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011400,서바이벌게임,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011500,ATV,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011600,MTB,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011700,오프로드,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011800,번지점프,2025-09-19 16:13:11,2025-09-19 16:13:11
LS01,LS011900,기타육상레저스포츠,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS020100,윈드서핑/제트스키,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS020200,카약/카누,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS020300,요트,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS020400,스노쿨링/스킨스쿠버다이빙,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS020500,민물낚시,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS020600,바다낚시,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS020700,수영,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS020800,래프팅,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS020900,수상오토바이,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS021000,수상자전거,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS021100,조정,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS021200,워터슬레드,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS021300,패러세일,2025-09-19 16:13:11,2025-09-19 16:13:11
LS02,LS021400,기타수상레저스포츠,2025-09-19 16:13:11,2025-09-19 16:13:11
LS03,LS030100,스카이다이빙,2025-09-19 16:13:11,2025-09-19 16:13:11
LS03,LS030200,초경량비행,2025-09-19 16:13:11,2025-09-19 16:13:11
LS03,LS030300,헹글라이딩/패러글라이딩,2025-09-19 16:13:11,2025-09-19 16:13:11
LS03,LS030400,열기구,2025-09-19 16:13:11,2025-09-19 16:13:11
LS03,LS030500,무인비행장치(드론),2025-09-19 16:13:11,2025-09-19 16:13:11
LS03,LS030600,기타항공레저스포츠,2025-09-19 16:13:11,2025-09-19 16:13:11
LS04,LS040100,복합레저스포츠,2025-09-19 16:13:11,2025-09-19 16:13:11
NA01,NA010100,"산, 고개, 오름, 봉우리",2025-09-19 16:13:11,2025-09-19 16:13:11
NA01,NA010200,숲,2025-09-19 16:13:11,2025-09-19 16:13:11
NA01,NA010300,폭포,2025-09-19 16:13:11,2025-09-19 16:13:11
NA01,NA010400,계곡,2025-09-19 16:13:11,2025-09-19 16:13:11
NA01,NA010500,약수터,2025-09-19 16:13:11,2025-09-19 16:13:11
NA02,NA020100,강,2025-09-19 16:13:11,2025-09-19 16:13:11
NA02,NA020200,호수,2025-09-19 16:13:11,2025-09-19 16:13:11
NA02,NA020300,저수지,2025-09-19 16:13:11,2025-09-19 16:13:11
NA02,NA020400,연못·늪,2025-09-19 16:13:11,2025-09-19 16:13:11
NA02,NA020500,섬,2025-09-19 16:13:11,2025-09-19 16:13:11
NA02,NA020600,염전,2025-09-19 16:13:11,2025-09-19 16:13:11
NA02,NA020700,항구/포구,2025-09-19 16:13:11,2025-09-19 16:13:11
NA02,NA020800,해안절경,2025-09-19 16:13:11,2025-09-19 16:13:11
NA02,NA020900,해변. 해수욕장,2025-09-19 16:13:11,2025-09-19 16:13:11
NA03,NA030100,동굴,2025-09-19 16:13:11,2025-09-19 16:13:11
NA03,NA030200,희귀동.식물,2025-09-19 16:13:11,2025-09-19 16:13:11
NA03,NA030300,기암괴석,2025-09-19 16:13:11,2025-09-19 16:13:11
NA03,NA030400,생태습지,2025-09-19 16:13:11,2025-09-19 16:13:11
NA03,NA030500,기타자연생태,2025-09-19 16:13:11,2025-09-19 16:13:11
NA04,NA040100,국립공원,2025-09-19 16:13:11,2025-09-19 16:13:11
NA04,NA040200,도립공원,2025-09-19 16:13:11,2025-09-19 16:13:11
NA04,NA040300,군립공원,2025-09-19 16:13:11,2025-09-19 16:13:11
NA04,NA040400,지질공원,2025-09-19 16:13:11,2025-09-19 16:13:11
NA04,NA040500,생태관광지,2025-09-19 16:13:11,2025-09-19 16:13:11
NA04,NA040600,자연휴양림,2025-09-19 16:13:11,2025-09-19 16:13:11
NA04,NA040700,수목원ㆍ정원,2025-09-19 16:13:11,2025-09-19 16:13:11
NA05,NA050100,기타자연관광,2025-09-19 16:13:11,2025-09-19 16:13:11
SH01,SH010100,백화점,2025-09-19 16:13:11,2025-09-19 16:13:11
SH02,SH020100,복합쇼핑몰,2025-09-19 16:13:11,2025-09-19 16:13:11
SH02,SH020200,아웃렛,2025-09-19 16:13:11,2025-09-19 16:13:11
SH03,SH030100,대형마트,2025-09-19 16:13:11,2025-09-19 16:13:11
SH04,SH040100,공항면세점,2025-09-19 16:13:11,2025-09-19 16:13:11
SH04,SH040200,시내면세점,2025-09-19 16:13:11,2025-09-19 16:13:11
SH04,SH040300,사후면세점,2025-09-19 16:13:11,2025-09-19 16:13:11
SH05,SH050100,공방/공예품점,2025-09-19 16:13:11,2025-09-19 16:13:11
SH05,SH050200,전문상가,2025-09-19 16:13:11,2025-09-19 16:13:11
SH05,SH050300,관광기념품/특산물판매점,2025-09-19 16:13:11,2025-09-19 16:13:11
SH06,SH060100,비상설시장,2025-09-19 16:13:11,2025-09-19 16:13:11
SH06,SH060200,상설시장,2025-09-19 16:13:11,2025-09-19 16:13:11
SH07,SH070100,기타쇼핑시설,2025-09-19 16:13:11,2025-09-19 16:13:11
VE01,VE010100,건물,2025-09-19 16:13:11,2025-09-19 16:13:11
VE01,VE010200,타워 / 전망대,2025-09-19 16:13:11,2025-09-19 16:13:11
VE01,VE010300,다리 / 대교,2025-09-19 16:13:11,2025-09-19 16:13:11
VE01,VE010400,분수,2025-09-19 16:13:11,2025-09-19 16:13:11
VE01,VE010500,동상,2025-09-19 16:13:11,2025-09-19 16:13:11
VE01,VE010600,터널,2025-09-19 16:13:11,2025-09-19 16:13:11
VE01,VE010700,댐,2025-09-19 16:13:11,2025-09-19 16:13:11
VE01,VE010800,등대,2025-09-19 16:13:11,2025-09-19 16:13:11
VE01,VE010900,기타 건축/조형물,2025-09-19 16:13:11,2025-09-19 16:13:11
VE02,VE020100,테마파크,2025-09-19 16:13:11,2025-09-19 16:13:11
VE02,VE020200,워터파크,2025-09-19 16:13:11,2025-09-19 16:13:11
VE02,VE020300,동물원,2025-09-19 16:13:11,2025-09-19 16:13:11
VE02,VE020400,수족관 / 아쿠라리움,2025-09-19 16:13:11,2025-09-19 16:13:11
VE02,VE020500,천문대,2025-09-19 16:13:11,2025-09-19 16:13:11
VE03,VE030100,시민공원,2025-09-19 16:13:11,2025-09-19 16:13:11
VE03,VE030200,소공원,2025-09-19 16:13:11,2025-09-19 16:13:11
VE03,VE030300,어린이공원,2025-09-19 16:13:11,2025-09-19 16:13:11
VE03,VE030400,근린공원,2025-09-19 16:13:11,2025-09-19 16:13:11
VE03,VE030500,주제공원,2025-09-19 16:13:11,2025-09-19 16:13:11
VE04,VE040100,"골목길, 문화거리",2025-09-19 16:13:11,2025-09-19 16:13:11
VE04,VE040200,마을관광지,2025-09-19 16:13:11,2025-09-19 16:13:11
VE04,VE040300,둘레길,2025-09-19 16:13:11,2025-09-19 16:13:11
VE05,VE050100,관광단지,2025-09-19 16:13:11,2025-09-19 16:13:11
VE05,VE050200,리조트,2025-09-19 16:13:11,2025-09-19 16:13:11
VE06,VE060100,공연장,2025-09-19 16:13:11,2025-09-19 16:13:11
VE06,VE060200,영화관,2025-09-19 16:13:11,2025-09-19 16:13:11
VE07,VE070100,박물관,2025-09-19 16:13:11,2025-09-19 16:13:11
VE07,VE070200,기념관,2025-09-19 16:13:11,2025-09-19 16:13:11
VE07,VE070300,전시관,2025-09-19 16:13:11,2025-09-19 16:13:11
VE07,VE070400,컨벤션센터,2025-09-19 16:13:11,2025-09-19 16:13:11
VE07,VE070500,과학관,2025-09-19 16:13:11,2025-09-19 16:13:11
VE07,VE070600,미술관/화랑,2025-09-19 16:13:11,2025-09-19 16:13:11
VE08,VE080600,연회장,2025-09-19 16:13:11,2025-09-19 16:13:11
VE09,VE090100,한국문화원,2025-09-19 16:13:11,2025-09-19 16:13:11
VE09,VE090200,외국문화원,2025-09-19 16:13:11,2025-09-19 16:13:11
VE09,VE090300,도서관,2025-09-19 16:13:11,2025-09-19 16:13:11
VE09,VE090400,문화전수시설,2025-09-19 16:13:11,2025-09-19 16:13:11
VE09,VE090500,어학당,2025-09-19 16:13:11,2025-09-19 16:13:11
VE09,VE090600,학교,2025-09-19 16:13:11,2025-09-19 16:13:11
VE10,VE100100,스포츠경기장,2025-09-19 16:13:11,2025-09-19 16:13:11
VE10,VE100200,"스포츠센터, 수련시설",2025-09-19 16:13:11,2025-09-19 16:13:11
VE11,VE110100,공항,2025-09-19 16:13:11,2025-09-19 16:13:11
VE11,VE110200,기차역,2025-09-19 16:13:11,2025-09-19 16:13:11
VE11,VE110300,버스터미널,2025-09-19 16:13:11,2025-09-19 16:13:11
VE11,VE110400,여객선터미널,2025-09-19 16:13:11,2025-09-19 16:13:11
VE11,VE110500,고속도로휴게소,2025-09-19 16:13:11,2025-09-19 16:13:11
VE11,VE110600,지하철,2025-09-19 16:13:11,2025-09-19 16:13:11
VE12,VE120100,서점,2025-09-19 16:13:11,2025-09-19 16:13:11
VE12,VE120200,카지노,2025-09-19 16:13:11,2025-09-19 16:13:11
VE12,VE120300,기타문화시설,2025-09-19 16:13:11,2025-09-19 16:13:11
